,cs_sentences,en_sentences,es_sentences
66,"A the girl that quería que bajara my windows, it siento, my truck es viejita, no se puede.","To the girl who wanted me to roll down my windows, I'm sorry , my truck is old, you can't .
","A la niña que quería que bajara mis ventanas , lo siento , mi troca es viejita , no se puede .
"
67,"No voy a mentir, realmente estoy pasando por that y hate admitirlo, pero creo que acabo de llegar a my point de breaking off, pero hay a God that sé que tiene something para my.","Not gon na lie, I'm really going through it and I hate admitting it, but I think I just reached my breaking point, but there is a God that I know he has something for me.
","No voy a mentir , realmente estoy pasando por eso y odio admitirlo , pero creo que acabo de llegar a mi punto de ruptura , pero hay un Dios que sé que tiene algo para mí .
"
68,"You se dan cuenta que es una pregunta de time para ponernos a gritar, "" NOTHING WAKES YOU UP HOW TO WAKE UP SOLO "".","You realize it's only a matter of time before we start yelling, ""NOTHING WAKES YOU UP LIKE WAKING UP ALONE.""
","Ustedes se dan cuenta que es una pregunta de tiempo para ponernos a gritar , "" NADA TE DESPIERTA COMO DESPERTAR SOLO "" .
"
69,"Cuando dices que tienes a firecracker en the ass, no te preocupes que me pasa the same.","When you say you have a firecracker in your ass , don't worry the same thing happens to me.
","Cuando dices que tienes un petardo en el culo , no te preocupes que me pasa lo mismo .
"
70,"Ready, ahora sigue atrás.","Done, now follow back.
","Listo , ahora sigue atrás .
"
71,Ahora en 2022 son los mejores mejores mejores amigos.,"Now in 2022 they are the best best best friends.
","Ahora en el 2022 son los mejores mejores mejores amigos .
"
72,"That 's the same, like bruh, ni siquiera quiero mirar hacia atrás en my tweet.","That 's right, like bruh, I don't even want to look back at my tweets.
","Eso mismo , como bruh , ni siquiera quiero mirar hacia atrás en mis tweet .
"
73,Me cuesta thousand choose outfits ahora.,"I have a hard time choosing outfits now.
","Me cuesta mil elegir outfits ahora .
"
74,"Aquí de nuevo con my best friend, us vemos after.","Here again with my bestie, see you later.
","Aquí de nuevo con mi mejor amiga , nos vemos despues .
"
75,Sarah Finn after marathoning the series : hell yeah that 's some Namor - ass chaotic energy.,"Sarah Finn after binge-watching the series: hell yeah that's some Namor - ass chaotic energy..
","Sarah Finn después de maratonearse la serie : hell yeah that's some Namor-ass caotic energy .
"
76,' After the Beach ' about to be the new ' Suavemente '.,"‘After the Beach' about to be the new ‘Softly.'
","' Despues de la Playa ' a punto de ser el nuevo ' Suavemente ' .
"
77,6'2 queen no iba a respirar the same air de no short play girl.,"6'2 queen wasn't going to breathe the same air of no short play girl .
","6'2 queen no iba a respirar el mismo aire de no short play girl .
"
78,"Before I was a girl 4.00 smart girl with big dreams, ahora solo soy chica.","Before I was a girl 4.00 smart girl with big dreams , now I'm just a girl .
","Antes era chica 4.00 smart girl with big dreams , ahora solo soy chica .
"
79,"Ahora soy loonatic ( orbit ) radical y all dicen thanks to my girlfriend, person gayer que existe.","Now I'm loonatic (orbit) radical & everybody say thank you to my girlfriend, the gayest person ever.
","Ahora soy loonatic ( orbit ) radical y todos dicen gracias a mi novia , la persona mas gay que existe .
"
80,¡ Necesito the next episode ahora!,"I need the next episode now!
","¡ Necesito el próximo episodio ahora !
"
81,"After de que acordamos seguir siendo amigos y nada mas, block de cock.","After we agreed to stay friends and nothing more , cock block.
","Despues de que acordamos seguir siendo amigos y nada mas , bloque de verga .
"
82,"I después de enseñar ' dance the night away ' en mode class, ¿ Por that soy el único that me está reventando the pussy en this moment?","Me after teaching 'dance the night away' in class mode, why am I the only one who's popping my fucking pussy right now.
","Yo después de enseñar ' dance the night away ' en clase modo , ¿ Por qué soy el único que me está reventando el coño en este momento ?
"
83,Imagine cuando tenga a human.,"Imagine when you have a human.
","Imagine cuando tenga un humano .
"
84,"Cuando I haga the dreadlocks, se acabó para you bitches.","When I get my dreadlocks, it's over for you bitches.
","Cuando me haga las rastas , se acabó para ustedes , perras .
"
85,"Por Some reason, siempre es el contexto de que estaban en a kind de inflatable house gigante o something así, como, ¿ saben the little tower that habia en the backyard de playtime de fast foods like Burger King, where you had to like climbing up a floor?","For some reason it is always the context that we were in some kind of giant inflatable house or something — like, you know the little tower that was in the playground the fast foods like Burger King, where you had to like climb by going up a floor ?
","Por alguna razón , siempre es el contexto de que estaban en una especie de casa inflable gigante o algo así , como , ¿ saben la torrecita que habia en el patio de recreo de las comidas rápidas como Burger King , donde te tenía que gustar escalar subiendo un piso ?
"
86,"Me siento mareado, I no I había dado how much.","I feel light-headed, I hadn't realized how much.
","Me siento mareado , yo no me había dado cuanta .
"
87,You no entienden lo personal que es esto para my.,"You guys do n't understand how personal this is to me .
","Ustedes no entienden lo personal que es esto para mí .
"
88,"No puede ser, this es mi comodín.","It ca n't be , this is my joker .
","No puede ser , este es mi comodín .
"
89,¿ Qué quieres decir con obvious se puede? Solo tienes que intentarlo lo suficiente.,"What do you mean , obviously you can , you just got ta try enough .
","¿ Qué quieres decir con obvio se puede ? Solo tienes que intentarlo lo suficiente .
"
90,"The correlation supera your weak mind, que se puede hacer My Friend.","The correlation surpasses your feeble mind , what can you do buddy .
","La correlación supera tu débil mente , que se puede hacer mi pana .
"
91,Mañana no puede ser.,"Tomorrow can not be .
","Mañana no puede ser .
"
92,Couple de shoes con my mom puede ser tan lindo.,"Couple shoes with my mom can be so cute .
","Pareja de zapatos con mi mamá puede ser tan lindo .
"
93,I tiene enamorado the wacho.,"The wacho has me in love .
","Me tiene enamorado el wacho .
"
94,¿ Tiene boyfriend?,"Do you have a boyfriend ?
","¿ Tiene novio ?
"
95,"wow ... pero, maldita be, como pasa time!","Wow ... but , damn , how time flies !
","Wow ... pero , maldita sea , como pasa el tiempo !
"
96,"Me hice tacos de breakfast, ahora a trabajar.","Made myself breakfast tacos , now to work .
","Me hice tacos de desayuno , ahora a trabajar .
"
97,The amount de times that escuché ' después de the beach ' ayer en the beach fue una locura.,"The amount of times I heard ' after the beach ' at the beach yesterday was crazy .
","La cantidad de veces que escuché ' después de la playa ' ayer en la playa fue una locura .
"
98,"¡ Deja que el tipo viva, Carnal!","Let the homie live , Carnal !
","¡ Deja que el tipo viva , Carnal !
"
99,Solo you estaba recordando que se trata de that action después del game.,"He was just reminding her that he 's about that action after the game .
","Solo le estaba recordando que se trata de esa acción después del juego .
"
100,Sigue siendo una declaración gay aunque sea literal ...,"Still a gay statement even if it 's literal ...
","Sigue siendo una declaración gay aunque sea literal ...
"
101,It 's time de sacar all my clothes de island puti aunque no estoy en the island.,"It 's time to bring out all my island puti clothes even though I 'm not on the Island .
","Es hora de sacar toda mi ropa de puti isleño aunque no estoy en la Isla .
"
102,Aunque tenía reason.,"Although i was right .
","Aunque tenía razón .
"
103,The guy enfrente de my is watching ' The Vampire Diaries ' y haciendo task al Same time and it's a mood.,"The girl in front of me is watching ' The Vampire Diaries ' and doing homework at the same time and it's a mood .
","La tipa enfrente de mi esta viendo ' The Vampire Diaries ' y haciendo tarea al mismo tiempo and it's a mood .
"
104,It siento Hikaru that es mi esposa ahora.,"Sorry Hikaru that 's my wife now .
","Lo siento Hikaru esa es mi esposa ahora .
"
105,"Currently in my phase de hoe where son "" 8-10 "" con this type, "" 10-12 "" con this y "" 1-2 "" ahora you toca a este.","Currently in my hoe phase where it's "" 8 - 10 "" ft this dude "" 10 - 12 "" ft this one and "" 1 - 2 "" now it's this guy's turn .
","Actualmente en mi fase de azada donde son "" 8-10 "" con este tipo , "" 10-12 "" con este y "" 1-2 "" ahora le toca a este .
"
106,People queda atrapada en his strange behavior y after se hacen the victim.,"People get caught up in their weird behavior and then play the victim .
","La gente queda atrapada en su comportamiento extraño y despues se hacen la victima .
"
107,Estoy demasiado desanimado after de the beach.,"I'm too down after the beach .
","Estoy demasiado desanimado despues de la playa .
"
108,"Dance ' después de the beach ', ' titi me pregunto ' y ' party last night ' en the jangueo y estaba tan feliz.","I danced to 'después de la playa' , 'titi asked me' , and 'party last night' in the jangueo and I was just so happy .
","Bailé ' después de la playa ' , ' titi me pregunto ' y ' party last night ' en el jangueo y estaba tan feliz .
"
109,"Sigo creyendo que tenemos time para ganar, si pasa roe … The struggle continuará hasta que ganemos, vamos, eres un luchador.","I still believe we have time to win, if Roe passes the fight will go on again until we win, come on you’re a fighter .
","Sigo creyendo que tenemos tiempo para ganar , si pasa Roe … la lucha continuará hasta que ganemos , vamos , eres un luchador .
"
110,"Seguimos animados con the team, aunque valemos verga.","We are still rocking with the team although we are worth shit.
","Seguimos animados con el equipo , aunque valemos verga .
"
111,  Many thanks friend!,"Thank you so much, friend!
","¡ Muchas gracias , amiga !
"
112,"Aww, gracias por aguantarme y con todas mis locuras.","Aww , thank you for putting up with me , and with all my craziness .
","Aww , gracias por aguantarme y con todas mis locuras .
"
113,"Tu chica haciendo extra hours all week, compreme a starbucks aunque sea.","Your girl putting in overtime every week , buy me a Starbucks even if it is .
","Tu chica haciendo horas extras toda la semana , compreme un Starbucks aunque sea .
"
114,"No es necesario volver a ver game of Thrones, aunque duela that ending tan malo.","Game of Thrones ' is a needed rewatch even if that bad ending hurts .
","No es necesario volver a ver Game of Thrones , aunque duela ese final tan malo .
"
115,"Literalmente no compartiré no son de bitch con nobody this summer, bitch, puedes tenerlo aunque me muera del fucking courage, but damn, no, them patearé the rear a ambos, entonces no it haré, bye.","I will literally not be sharing no mother fucker with anyone this summer , bitch you can have him even if I die of puto courage , but fuck no , I 'll kick both your asses , then I 'm not , bye .
","Literalmente no compartiré ningún hijo de puta con nadie este verano , perra , puedes tenerlo aunque me muera del puto coraje , pero joder , no , les patearé el trasero a ambos , entonces no lo haré , adiós .
"
116,"Aunque nunca he estado tan obsesionado en something, only video games y probably music.","Although I 've never been so fixated on something , just videogames , and probably music .
","Aunque nunca he estado tan obsesionado en algo , solo videojuegos y probablemente música .
"
117,"Aunque critiques a blackpink, perfectamente puedes hacerlo, ¡ simplemente no saben tomar nothing but exaggerated praise!","Even if you criticized Black Pink , you can perfectly do it , they just do n't know how to take anything other than exaggerated praise !
","Aunque critiques a Black Pink , perfectamente puedes hacerlo , ¡ simplemente no saben tomar nada más que elogios exagerados !
"
118,"Conozco the feeling, te recomiendo a pillow aunque sea.","I know the feeling , I recommend a pillow at least .
","Conozco el sentimiento , te recomiendo una almohada aunque sea .
"
119,A veces tienes que obligar a your friends a beber water aunque se ahoguen.,"Sometimes you have to force your friends to drink water even if they drown .
","A veces tienes que obligar a tus amigos a beber agua aunque se ahoguen .
"
120,Me pregunto si ever me casaré aunque sea por business.,"I wonder if I 'm ever gon na get married even if it 's for business .
","Me pregunto si alguna vez me casaré aunque sea por negocio .
"
121,"333 followers, nice milestone aunque me vayan a dejar de seguir después de that.","333 followers , cute milestone even if they are going to give me an unfollow after that .
","333 seguidores , lindo hito aunque me vayan a dejar de seguir después de eso .
"
122,"One thing sobre my, you faltas respect a my dad, tea voy a faltar respect, aunque sea señora grande, ¿ qué quieres decir?","One thing about me , you disrespect my dad , I 'm going to disrespect you , even if it 's a big lady , what do you mean ?
","Una cosa sobre mi , le faltas el respeto a mi papa , te voy a faltar el respeto , aunque sea señora grande , ¿ qué quieres decir ?
"
123,I missed the check de how many editions de Ricanstruction compré porque the enviaba a the family.,"I lost count how many Ricanstruction editions I purchased 'cause I was sending them to the family .
","Perdí la cuenta de cuántas ediciones de Ricanstruction compré porque las enviaba a la familia .
"
124,"Cuando Fajardo dijo : "" I no inspiro nothing, ” sé lo mal that se siente brother.","When Fajardo said : "" I do n't inspire anything , ” I know how shitty that feels bro .
","Cuando Fajardo dijo : "" yo no inspiro nada , ” sé lo mal que se siente hermano .
"
125,"Ok, pero cuando Taylor Swift dijo "" ¿ por that estamos fingiendo que this no es nada? "" brother, realmente sentí that.","Ok , but when Taylor Swift said "" why are we pretending this is nothing ? "" bro , I really felt that .
","Ok , pero cuando Taylor Swift dijo "" ¿ por qué estamos fingiendo que esto no es nada ? "" hermano , realmente sentí eso .
"
126,"Solo cuando tea convenga, siempre ha sido así, soy tonto con balls.","Only when it suits you , tt 's always been that way , I 'm dumb as shit .
","Solo cuando te convenga , siempre ha sido así , soy tonto con cojones .
"
127,"Cuando estaba cantando ' medicine ', this no es lo that esperaba.","When I was singing ' medicine ' , this is not what I was expecting .
","Cuando estaba cantando ' medicine ' , esto no es lo que esperaba .
"
128,"Kourtney tenía that big and pretty veil y one jurando que había a beautiful dress debajo, y parece un mini vestido con straight out corset de Bershka.","Kourtney had that big , pretty veil and trail and one swore that there was a beautiful dress underneath , and it just looks like a corset mini dress straight out of Bershka .
","Kourtney tenía ese velo grande y bonito y uno jurando que había un vestido bellísimo debajo , y parece un mini vestido con corsé sacado directamente de Bershka .
"
129,"Men, never había tenido many people como, coquetear with me y damned sea ... es una locura, es un mundo completamente nuevo.","Men , I had never had so many people like , hitting on me and damn … it 's crazy , it 's a whole new world .
","Men , jamas había tenido tanta gente como , coquetear conmigo y maldita sea ... es una locura , es un mundo completamente nuevo .
"
130,"Si the world se acabara, version spanglish me teletransporta mentalmente a cuando habia cuarentena.","If the world was ending , spanglish version mentally teleports me to when there was quarantine .
","Si el mundo se acabara , versión spanglish me teletransporta mentalmente a cuando habia cuarentena .
"
131,"El único, that puede repetir championship.","The only one , who can repeat the championship .
","El único , que puede repetir campeonato .
"
132,If you can friend y tienes this.,"yes you can friend and you got this .
","Si se puede amiga y tienes esto .
"
133,"Ah, no puede ser, ese debería ser I.","Ah , it ca n't be , that should be me .
","Ah , no puede ser , ese debería ser yo .
"
134,Me tiene loco.,"It has me crazy .
","Me tiene loco .
"
135,"She me tiene hablando spanglish baby, ¿ no lo entiendes?","She got me speaking Spanglish , baby do n't you understand ?
","Ella me tiene hablando spanglish , baby , ¿ no lo entiendes ?
"
136,No podemos esperar so long.,"We ca n't wait that long .
","No podemos esperar tanto tiempo .
"
137,"And that 's ok baby, lo importante es que te tomes time de descansar y sanar hasta que te sientas like you again.","And that 's ok baby , the important thing is that you take the time to rest and heal until you feel like yourself again .
","And that's ok baby , lo importante es que te tomes el tiempo de descansar y sanar hasta que te sientas como tú otra vez .
"
138,"Solo he estado buscando en Google your platform durante three days, pero hasta ahora me cae super mal.","I 've only been googling his platform for three days , but so far I do n't like it very much .
","Solo he estado buscando en Google su plataforma durante tres días , pero hasta ahora me cae super mal .
"
