,cs_sentences,en_sentences,es_sentences
30,Tú can make a mí yours any day of la semana.,"You can make me yours any day of the week.
","Me puede hacer suyo cualquier día de la semana .
"
31,estado crujiente of mente when eating una hamburguesa crujiente.,"Krusty state of mind when eating a Krusty Burger.
","Krusty state of mind cuando se come una Krusty Burger .
"
32,"Keep letting mi lucha be tu tema principal, but when él 's tu turno, chew and tragar.","Keep letting my struggle be your main topic, but when it's your turn, chew and swallow.
","Sigue dejando que mi lucha sea tu tema principal , pero cuando es tu turno , mastica y traga .
"
33,"Los 3 principales dolores físicos he felt : When tú gave a mí apendicitis, hincones of embarazo ectópico please die, dolores menstruales PLUS una ITU at al mismo tiempo, like qué?","Top 3 physical pains i’ve felt: When you gave me appendicitis, hincones of ectopic pregnancy please die, period cramps PLUS an UTI at the same time, like what?
","Los 3 dolores físicos principales que he sentido : Cuando me dio apendicitis , hincones de embarazo ectópico , por favor muere , calambres menstruales MÁS una UTI al mismo tiempo , ¿ cómo qué ?
"
34,"When él said, "" I'm la perra eso 's playing harder in este maldito juego, "" I really felt eso.","When he said, "" I'm the bitch that's playing harder in this fucking game,"" I really felt that .
","Cuando dijo : "" Soy la perra que está jugando más duro en este maldito juego ... "" Realmente sentí eso .
"
35,"Él makes a mí angry when alguien other than a mí talks about Harry, like, shut up, tú don't like a él in de la misma manera I do.","It makes me angry when someone other than me talks about Harry, like, shut up, you don't like him in the same way I do.
","Me da rabia cuando otra persona que no soy yo habla de Harry , como que , cállate , no te gusta de la misma manera que a mí .
"
36,"Ese beso made a mí feel complete, and I don't need more, and I don't need more than tú, more than esa sonrisa, eso made a mí smile when I needed él most.","That kiss made me feel complete, and I don't need more ,and I don't need more than you, more than that smile, that made me smile when I needed it most.
","Ese beso me hizo sentir completo , y no necesito más , y no necesito más que tú , más que esa sonrisa , que me hizo sonreír cuando más lo necesité .
"
37,"Él 's also la primera vez I use él, but okay it didn't work instantly.","It's also the first time I use it, but okay it didn't work instantly.
","Tambien es la primera vez que uso , pero esta bien , no funciono al instante .
"
38,"taehyung is so beautiful and perfect, él is una joya, una joya and él is also funny.","Taehyung is so beautiful and perfect, he is a jewel, a jewel and he is also funny.
","Taehyung es tan bello y perfecto , es una joya , joya y también es divertido .
"
39,I had thought there is always un nuevo amanecer.,"I had thought there is always a new dawn.
","Yo había pensado que siempre hay un nuevo amanecer .
"
40,"Indeed, within la colonia sí mismo there was centro and periferia.","Indeed, within the colony itself there was center and periphery.
","Efectivamente , dentro de la colonia había mismo centro y periferia .
"
41,"El camino I had deleted su actuación de medio tiempo from mi memoria, please.","The way I had deleted her halftime performance from my memory, please.
","La forma en que yo había borrado su actuación de medio tiempo de mi memoria , por favor .
"
42,"I had forgotten la remezcla of drunk in amar, be right back.","I had forgotten the remix of drunk in love, be right back.
","Se me había olvidado el remix de borracho de amor , vuelvo enseguida .
"
43,"Oh, yo don't know why I haven't seen este video, it ' s so silly and adorable oh, rin and len you're todo to a mí.","Oh, I don't know why I haven't seen this video, it 's so silly and adorable oh, Rin and Len you're everything to me.
","Es tan tonto y adorable oh , Rin y Len lo son todo para mi .
"
44,"Soy begging mi segundo ex to block a mí while mi primer ex unblocked a mí, esto no puede be, just leave a mí alone!","I'm begging my second ex to block me while my first ex unblocked me,this can’t be, just leave me alone!
","¡ Le pido a mi segundo ex que me bloquee mientras que mi primer ex me desbloqueó , no puede ser , ya déjenme !
"
45,Él has problemas de mami.,"It has mommy issues.
","Tiene problemas de mamá .
"
46,"Wow, Sonic desatado has tremendos petardos.","Wow ,Sonic Unleashed has tremendous bangers.
","Vaya , tremendos bangers tiene Sonic Unleashed .
"
47,Él takes more than eso to say si se puede!,"It takes more than that to say si se puede!
","Se necesita más que eso para decir ¡ sí se puede !
"
48,"Él can't be, este makes a mí so happy.","It can't be ,this makes me so happy.
","No puede ser , esto me hace tan feliz .
"
49,"Pequeño monstruo has Vibraciones de One Direction, change mi mente.","Little freak has One Direction vibes, change my mind.
","Little freak tiene vibraciones de One Direction , cambio de opinión .
"
50,Today 's weather : I can't give tú a 0 so I give tú ... a 1 ( because of la brisa fresca ).,"Today's weather: I can't give you a 0 so I give you ... a 1 (because of the cool breeze ).
","Al tiempo de hoy : No puedo darte un 0 así que te doy ... un 1 ( por la brisa fresquita ) .
"
51,"God, El vecindario makes a mí hot and sad at al mismo tiempo.","God, The Neighborhood makes me hot and sad at the same time.
","Dios , The Neighborhood me pone caliente y triste al mismo tiempo .
"
52,"I hadn’t seen la lata, I never realized ella was holding un plato of maíz in esta escena.","I hadn’t seen the can, I never realized she was holding a plate of corn in this scene.
","No había visto la lata , nunca me di cuenta de que estaba sosteniendo un plato de maíz en esta escena .
"
53,"At este punto, micoplasma is whooping mi culo, ella had never been so sick.","At this point, mycoplasma is whooping my ass, she had never been so sick.
","En este punto , el micoplasma me está dando patadas en el culo , nunca había durado tanto enferma .
"
54,"I see nico di ángel and mi cerebro goes brrrrrr, I want to draw a él and now nadie can stop a mí.","I see Nico di Angelo and my brain goes brrrrrr, I want to draw him and now nobody can stop me.
","Veo a Nico di Angelo y mi cerebro hace brrrrrr , quiero dibujarlo y ahora nadie puede detenerme .
"
55,Café and tiempo de networking at Día del controlador 22.,"Coffee and networking time at Controller Day 22.
","Tiempo de cafe y networking en Controller Day 22 .
"
56,"Let a mí know if I should stay here for mucho tiempo, please.","Let me know if I should stay here for a long time, please.
","Avísame si debo quedarme aquí por un buen tiempo , por favor .
"
57,Overthinking all the time.,"Overthinking all the time.
","Overthinking todo el tiempo .
"
58,I went from being at coleaderos jaripeos all the time to not going 2 years in una fila.,"I went from being at coleaderos jaripeos all the time to not going 2 years in a row.
","Pasé de estar en coleaderos/ jaripeos todo el tiempo a no ir 2 años seguidos .
"
59,"He got este, calmly, with tiempo, todo will work out.","I've got this, calmly , with time, everything will work out.
","Tengo esto , con calma , con tiempo , todo saldrá bien .
"
60,"I answered la misma cosa, totally pick a mí vibraciones de niña coming through, or even worsen ' chica cool '.","I answered the same thing, totally pick me girl vibes coming through, or even worsen 'cool girl'.
","Respondí lo mismo , elige totalmente las vibraciones de mi chica o , peor aún , "" chica genial "" .
"
61,Because mi mamá no lo haría leave mi culo alone since primer grado so I could write in cursive.,"Because my mom wouldn't leave my ass alone since first grade so I could write in cursive.
","Porque mi mamá no me dejaba el culo en paz desde primer grado para que pudiera escribir en cursiva .
"
62,Espejo ' by Kendrick gives a mí vibraciones de cuerda to el álbum pantera negra that Kendrick also participated in.,"Mirror' by Kendrick gives me string vibes to the Black Panther album that Kendrick also participated in.
","Mirror ' de Kendrick me da string vibes al álbum de Black Panther que también participo Kendrick .
"
63,I got in within 3 minutos and there was nada.,"I got in within 3 minutes and there was nothing.
","Entré a los 3 minutos y ya no había nada .
"
64,"I saw tú posted this earlier and I was a random and had not heard of los casos so I just made un mini hilo on él, please don't worry.","I saw you posted this earlier and I was a random and had not heard of the cases so I just made a mini thread on it, please don't worry.
","Vi que publicaste esto antes y estaba al azar y no había oído de los casos , así que acabo de hacer un mini hilo sobre eso , por favor no te preocupes .
"
65,"Please look after a mí, él can't be.","Please look after me, it can't be.
","Por favor cuídame , no puede ser .
"
66,"To la mujer OMS wanted a mí to roll down mis ventanas, Soy sorry, Mi camión is old, tú can't.","To the girl who wanted me to roll down my windows, I'm sorry , my truck is old, you can't .
","A la niña que quería que bajara mis ventanas , lo siento , mi troca es viejita , no se puede .
"
67,"Not gon na lie, Soy really going through él and I hate admitting él, but I think I just reached mi punto de quiebre, but there is un Dios eso I know él has algo for a mí.","Not gon na lie, I'm really going through it and I hate admitting it, but I think I just reached my breaking point, but there is a God that I know he has something for me.
","No voy a mentir , realmente estoy pasando por eso y odio admitirlo , pero creo que acabo de llegar a mi punto de ruptura , pero hay un Dios que sé que tiene algo para mí .
"
68,"Tú realize él 's solo una cuestión of tiempo before nosotros start yelling, "" NADA WAKES TÚ UP LIKE WAKING UP ALONE. ""","You realize it's only a matter of time before we start yelling, ""NOTHING WAKES YOU UP LIKE WAKING UP ALONE.""
","Ustedes se dan cuenta que es una pregunta de tiempo para ponernos a gritar , "" NADA TE DESPIERTA COMO DESPERTAR SOLO "" .
"
69,"When tú say tú have un petardo in tu culo, don't worry la misma cosa happens to a mí.","When you say you have a firecracker in your ass , don't worry the same thing happens to me.
","Cuando dices que tienes un petardo en el culo , no te preocupes que me pasa lo mismo .
"
70,"Done, now follow back.","Done, now follow back.
","Listo , ahora sigue atrás .
"
71,Now in 2022 ellos are los mejores mejores mejores amigos.,"Now in 2022 they are the best best best friends.
","Ahora en el 2022 son los mejores mejores mejores amigos .
"
72,"That ' s right, like hermano, I don't even want to look back at mis tuits.","That 's right, like bruh, I don't even want to look back at my tweets.
","Eso mismo , como bruh , ni siquiera quiero mirar hacia atrás en mis tweet .
"
73,I have un tiempo duro choosing outfits now.,"I have a hard time choosing outfits now.
","Me cuesta mil elegir outfits ahora .
"
74,"Here again with mi Bestie, see tú later.","Here again with my bestie, see you later.
","Aquí de nuevo con mi mejor amiga , nos vemos despues .
"
75,sara finlandés after binge - watching las series : hell yeah eso 's algo de Namor - energía caótica del culo ..,"Sarah Finn after binge-watching the series: hell yeah that's some Namor - ass chaotic energy..
","Sarah Finn después de maratonearse la serie : hell yeah that's some Namor-ass caotic energy .
"
76,‘ After la playa ' about to be the new ‘ Softly. ',"‘After the Beach' about to be the new ‘Softly.'
","' Despues de la Playa ' a punto de ser el nuevo ' Suavemente ' .
"
77,La reina de 6'2 no lo era. going to breathe el mismo aire of no hay juego corto chica.,"6'2 queen wasn't going to breathe the same air of no short play girl .
","6'2 queen no iba a respirar el mismo aire de no short play girl .
"
78,"Before I was una chica 4.00 chica inteligente with sueños grandes, now I'm solo una niña.","Before I was a girl 4.00 smart girl with big dreams , now I'm just a girl .
","Antes era chica 4.00 smart girl with big dreams , ahora solo soy chica .
"
79,"Now Soy loonatic ( orbit ) radical & todos say thank tú to mi novia, the gayest person ever.","Now I'm loonatic (orbit) radical & everybody say thank you to my girlfriend, the gayest person ever.
","Ahora soy loonatic ( orbit ) radical y todos dicen gracias a mi novia , la persona mas gay que existe .
"
80,I need el siguiente episodio now!,"I need the next episode now!
","¡ Necesito el próximo episodio ahora !
"
81,"After nosotros agreed to stay amigos and nada more, cock block.","After we agreed to stay friends and nothing more , cock block.
","Despues de que acordamos seguir siendo amigos y nada mas , bloque de verga .
"
82,"A mí after teaching 'dance the night away' in modo clase, why am I the only one OMS 's popping mi maldito coño right now.","Me after teaching 'dance the night away' in class mode, why am I the only one who's popping my fucking pussy right now.
","Yo después de enseñar ' dance the night away ' en clase modo , ¿ Por qué soy el único que me está reventando el coño en este momento ?
"
83,Imagine when tú have un humano.,"Imagine when you have a human.
","Imagine cuando tenga un humano .
"
84,"When I get mis rastas, él 's over for tú bitches.","When I get my dreadlocks, it's over for you bitches.
","Cuando me haga las rastas , se acabó para ustedes , perras .
"
85,"For alguna razón él is always el contexto eso nosotros were in algún tipo of casa inflable gigante or algo — like, tú know la pequeña torre eso was in El patio de la escuela las comidas rapidas like hamburguesa rey, where tú had to like trepar by going up un piso?","For some reason it is always the context that we were in some kind of giant inflatable house or something — like, you know the little tower that was in the playground the fast foods like Burger King, where you had to like climb by going up a floor ?
","Por alguna razón , siempre es el contexto de que estaban en una especie de casa inflable gigante o algo así , como , ¿ saben la torrecita que habia en el patio de recreo de las comidas rápidas como Burger King , donde te tenía que gustar escalar subiendo un piso ?
"
86,"I feel light - headed, I hadn't realized how much.","I feel light-headed, I hadn't realized how much.
","Me siento mareado , yo no me había dado cuanta .
"
87,Ustedes do n't understand how personal este is to a mí.,"You guys do n't understand how personal this is to me .
","Ustedes no entienden lo personal que es esto para mí .
"
88,"Él ca n't be, este is mi bromista.","It ca n't be , this is my joker .
","No puede ser , este es mi comodín .
"
89,"Qué do tú mean, obviously tú can, tú just got ta try enough.","What do you mean , obviously you can , you just got ta try enough .
","¿ Qué quieres decir con obvio se puede ? Solo tienes que intentarlo lo suficiente .
"
90,"La correlación surpasses tu mente débil, qué can tú do compañero.","The correlation surpasses your feeble mind , what can you do buddy .
","La correlación supera tu débil mente , que se puede hacer mi pana .
"
91,Mañana can not be.,"Tomorrow can not be .
","Mañana no puede ser .
"
92,Zapatos de pareja with mi mamá can be so cute.,"Couple shoes with my mom can be so cute .
","Pareja de zapatos con mi mamá puede ser tan lindo .
"
93,el wacho has a mí in amar.,"The wacho has me in love .
","Me tiene enamorado el wacho .
"
94,Do tú have un novio?,"Do you have a boyfriend ?
","¿ Tiene novio ?
"
95,"Wow ... but, damn, how tiempo flies!","Wow ... but , damn , how time flies !
","Wow ... pero , maldita sea , como pasa el tiempo !
"
96,"Made mí mismo breakfast tacos, now to work.","Made myself breakfast tacos , now to work .
","Me hice tacos de desayuno , ahora a trabajar .
"
97,La cantidad of veces I heard ' after the beach ' at la playa yesterday was crazy.,"The amount of times I heard ' after the beach ' at the beach yesterday was crazy .
","La cantidad de veces que escuché ' después de la playa ' ayer en la playa fue una locura .
"
98,"Let el amigo live, Carnal!","Let the homie live , Carnal !
","¡ Deja que el tipo viva , Carnal !
"
99,Él was just reminding su that él ' s about esa acción after el juego.,"He was just reminding her that he 's about that action after the game .
","Solo le estaba recordando que se trata de esa acción después del juego .
"
100,Sigue siendo una declaración gay even if él ' s literal ...,"Still a gay statement even if it 's literal ...
","Sigue siendo una declaración gay aunque sea literal ...
"
101,Él 's time to bring out all my island puti clothes even though I ' m not on la isla.,"It 's time to bring out all my island puti clothes even though I 'm not on the Island .
","Es hora de sacar toda mi ropa de puti isleño aunque no estoy en la Isla .
"
102,Although i was right.,"Although i was right .
","Aunque tenía razón .
"
103,La mujer in frente of a mí is watching ' El diario del vampiro ' and doing tarea at al mismo tiempo and él 's un estado de ánimo.,"The girl in front of me is watching ' The Vampire Diaries ' and doing homework at the same time and it's a mood .
","La tipa enfrente de mi esta viendo ' The Vampire Diaries ' y haciendo tarea al mismo tiempo and it's a mood .
"
104,Sorry Hikaru that ' s mi esposa now.,"Sorry Hikaru that 's my wife now .
","Lo siento Hikaru esa es mi esposa ahora .
"
105,"Currently in mi fase de azada where él 's "" 8 - 10 "" con este tipo "" 10 - 12 "" pie this one and "" 1 - 2 "" now él 's el turno de este chico.","Currently in my hoe phase where it's "" 8 - 10 "" ft this dude "" 10 - 12 "" ft this one and "" 1 - 2 "" now it's this guy's turn .
","Actualmente en mi fase de azada donde son "" 8-10 "" con este tipo , "" 10-12 "" con este y "" 1-2 "" ahora le toca a este .
"
106,Gente get caught up in su comportamiento extraño and then play la víctima.,"People get caught up in their weird behavior and then play the victim .
","La gente queda atrapada en su comportamiento extraño y despues se hacen la victima .
"
107,Soy too down after la playa.,"I'm too down after the beach .
","Estoy demasiado desanimado despues de la playa .
"
108,"I danced to ' después de la playa ', 'titi asked me', and ' fiesta anoche ' in el jangueo and I was just so happy.","I danced to 'después de la playa' , 'titi asked me' , and 'party last night' in the jangueo and I was just so happy .
","Bailé ' después de la playa ' , ' titi me pregunto ' y ' party last night ' en el jangueo y estaba tan feliz .
"
109,"I still believe nosotros have tiempo to win, if Hueva passes la pelea will go on again until nosotros win, come on estás un luchador.","I still believe we have time to win, if Roe passes the fight will go on again until we win, come on you’re a fighter .
","Sigo creyendo que tenemos tiempo para ganar , si pasa Roe … la lucha continuará hasta que ganemos , vamos , eres un luchador .
"
110,Nosotros are still rocking with el equipo although nosotros are worth shit.,"We are still rocking with the team although we are worth shit.
","Seguimos animados con el equipo , aunque valemos verga .
"
111,"Thank tú so much, friend!","Thank you so much, friend!
","¡ Muchas gracias , amiga !
"
112,"Aww, thank tú for putting up with a mí, and with toda mi locura.","Aww , thank you for putting up with me , and with all my craziness .
","Aww , gracias por aguantarme y con todas mis locuras .
"
113,"Tu chica putting in con el tiempo every week, buy a mí un Starbucks even if él is.","Your girl putting in overtime every week , buy me a Starbucks even if it is .
","Tu chica haciendo horas extras toda la semana , compreme un Starbucks aunque sea .
"
114,Juego of Tronos ' is una revisión necesaria even if ese mal final hurts.,"Game of Thrones ' is a needed rewatch even if that bad ending hurts .
","No es necesario volver a ver Game of Thrones , aunque duela ese final tan malo .
"
115,"I will literally not be sharing ningún hijo de puta with alguien this summer, bitch tú can have a él even if I die of puto coraje, but fuck no, I ' ll kick ambos culos, then I ' m not, bye.","I will literally not be sharing no mother fucker with anyone this summer , bitch you can have him even if I die of puto courage , but fuck no , I 'll kick both your asses , then I 'm not , bye .
","Literalmente no compartiré ningún hijo de puta con nadie este verano , perra , puedes tenerlo aunque me muera del puto coraje , pero joder , no , les patearé el trasero a ambos , entonces no lo haré , adiós .
"
116,"Although I ' ve never been so fixated on algo, solo videojuegos, and probablemente música.","Although I 've never been so fixated on something , just videogames , and probably music .
","Aunque nunca he estado tan obsesionado en algo , solo videojuegos y probablemente música .
"
117,"Even if tú criticized negro rosa, tú can perfectly do él, ellos just do n't know how to take cualquier cosa other than elogio exagerado!","Even if you criticized Black Pink , you can perfectly do it , they just do n't know how to take anything other than exaggerated praise !
","Aunque critiques a Black Pink , perfectamente puedes hacerlo , ¡ simplemente no saben tomar nada más que elogios exagerados !
"
118,"I know la sensación, I recommend una almohada at least.","I know the feeling , I recommend a pillow at least .
","Conozco el sentimiento , te recomiendo una almohada aunque sea .
"
119,Sometimes tú have to force tus amigos to drink agua even if ellos drown.,"Sometimes you have to force your friends to drink water even if they drown .
","A veces tienes que obligar a tus amigos a beber agua aunque se ahoguen .
"
120,I wonder if I 'm ever gon na get married even if it ' s for negocio.,"I wonder if I 'm ever gon na get married even if it 's for business .
","Me pregunto si alguna vez me casaré aunque sea por negocio .
"
121,"333 followers, cute hito even if ellos are going to give a mí dejar de seguir after eso.","333 followers , cute milestone even if they are going to give me an unfollow after that .
","333 seguidores , lindo hito aunque me vayan a dejar de seguir después de eso .
"
122,"One thing about a mí, tú disrespect mi papá, I ' m going to disrespect tú, even if él ' s una gran dama, qué do tú mean?","One thing about me , you disrespect my dad , I 'm going to disrespect you , even if it 's a big lady , what do you mean ?
","Una cosa sobre mi , le faltas el respeto a mi papa , te voy a faltar el respeto , aunque sea señora grande , ¿ qué quieres decir ?
"
123,I lost contar cuantas ediciones de ricanstruction I purchased ' cause I was sending a ellos to la familia.,"I lost count how many Ricanstruction editions I purchased 'cause I was sending them to the family .
","Perdí la cuenta de cuántas ediciones de Ricanstruction compré porque las enviaba a la familia .
"
124,"When Fajardo said : "" I do n't inspire cualquier cosa, ” I know how shitty eso feels bro.","When Fajardo said : "" I do n't inspire anything , ” I know how shitty that feels bro .
","Cuando Fajardo dijo : "" yo no inspiro nada , ” sé lo mal que se siente hermano .
"
125,"Ok, but when Taylor Swift said "" why are nosotros pretending este is nada? "" bro, I really felt eso.","Ok , but when Taylor Swift said "" why are we pretending this is nothing ? "" bro , I really felt that .
","Ok , pero cuando Taylor Swift dijo "" ¿ por qué estamos fingiendo que esto no es nada ? "" hermano , realmente sentí eso .
"
126,"Only when él suits tú, TT ' s always been de esa manera, I ' m dumb as mierda.","Only when it suits you , tt 's always been that way , I 'm dumb as shit .
","Solo cuando te convenga , siempre ha sido así , soy tonto con cojones .
"
127,"When I was singing ' medicamento ', este is not qué I was expecting.","When I was singing ' medicine ' , this is not what I was expecting .
","Cuando estaba cantando ' medicine ' , esto no es lo que esperaba .
"
128,"kurtney had ese velo grande y bonito and camino and one swore that there was un hermoso vestido underneath, and él just looks like un mini vestido de corsé straight out of Bershka.","Kourtney had that big , pretty veil and trail and one swore that there was a beautiful dress underneath , and it just looks like a corset mini dress straight out of Bershka .
","Kourtney tenía ese velo grande y bonito y uno jurando que había un vestido bellísimo debajo , y parece un mini vestido con corsé sacado directamente de Bershka .
"
129,"Men, I had never had tanta gente like, hitting on a mí and damn … él ' s crazy, it ' s todo un mundo nuevo.","Men , I had never had so many people like , hitting on me and damn … it 's crazy , it 's a whole new world .
","Men , jamas había tenido tanta gente como , coquetear conmigo y maldita sea ... es una locura , es un mundo completamente nuevo .
"
130,"If el mundo was ending, spanglish versión mentally teleports a mí to when there was cuarentena.","If the world was ending , spanglish version mentally teleports me to when there was quarantine .
","Si el mundo se acabara , versión spanglish me teletransporta mentalmente a cuando habia cuarentena .
"
131,"The only one, OMS can repeat el campeonato.","The only one , who can repeat the championship .
","El único , que puede repetir campeonato .
"
132,yes tú can friend and tú got este.,"yes you can friend and you got this .
","Si se puede amiga y tienes esto .
"
133,"Ah, él ca n't be, eso should be a mí.","Ah , it ca n't be , that should be me .
","Ah , no puede ser , ese debería ser yo .
"
134,Él has a mí crazy.,"It has me crazy .
","Me tiene loco .
"
135,"Ella got a mí speaking espanglish, bebé do n't tú understand?","She got me speaking Spanglish , baby do n't you understand ?
","Ella me tiene hablando spanglish , baby , ¿ no lo entiendes ?
"
136,Nosotros ca n't wait that long.,"We ca n't wait that long .
","No podemos esperar tanto tiempo .
"
137,"And that ' s ok bebé, la cosa importante is that tú take el tiempo to rest and heal until tú feel like tú mismo again.","And that 's ok baby , the important thing is that you take the time to rest and heal until you feel like yourself again .
","And that's ok baby , lo importante es que te tomes el tiempo de descansar y sanar hasta que te sientas como tú otra vez .
"
138,"I ' ve only been googling su plataforma for tres días, but so far I do n't like él very much.","I 've only been googling his platform for three days , but so far I do n't like it very much .
","Solo he estado buscando en Google su plataforma durante tres días , pero hasta ahora me cae super mal .
"
